hp,dp,ap,offH,offD,offA,pnlH,pnlD,pnlA,worstPnl,riskRatio,riskLabel,concLabel
0.5300,0.4600,0.0100,1.736,2.000,92.000,800000,800000,800000,800000,0.9200,max,moderate
0.5300,0.4700,0.0000,1.736,1.957,999.000,800000,800000,10000000,800000,0.9200,max,moderate
0.5400,0.0000,0.4600,1.704,999.000,2.000,800000,10000000,800000,800000,0.9200,max,moderate
0.5400,0.0100,0.4500,1.704,92.000,2.044,800000,800000,800000,800000,0.9200,max,moderate
0.5400,0.0200,0.4400,1.704,46.000,2.091,800000,800000,800000,800000,0.9200,max,moderate
0.5400,0.0300,0.4300,1.704,30.667,2.140,800000,800000,800000,800000,0.9200,good,moderate
0.5400,0.0400,0.4200,1.704,23.000,2.190,800000,800000,800000,800000,0.9200,max,moderate
0.5400,0.0500,0.4100,1.704,18.400,2.244,800000,800000,800000,800000,0.9200,max,moderate
0.5400,0.0600,0.4000,1.704,15.333,2.300,800000,800000,800000,800000,0.9200,max,moderate
0.5400,0.0700,0.3900,1.704,13.143,2.359,800000,800000,800000,800000,0.9200,good,moderate
0.5400,0.0800,0.3800,1.704,11.500,2.421,800000,800000,800000,800000,0.9200,max,moderate
0.5400,0.0900,0.3700,1.704,10.222,2.486,800000,800000,800000,800000,0.9200,max,moderate
0.5400,0.1000,0.3600,1.704,9.200,2.556,800000,800000,800000,800000,0.9200,max,moderate
0.5400,0.1100,0.3500,1.704,8.364,2.629,800000,800000,800000,800000,0.9200,good,moderate
0.5400,0.1200,0.3400,1.704,7.667,2.706,800000,800000,800000,800000,0.9200,max,moderate
0.5400,0.1300,0.3300,1.704,7.077,2.788,800000,800000,800000,800000,0.9200,max,moderate
0.5400,0.1400,0.3200,1.704,6.571,2.875,800000,800000,800000,800000,0.9200,good,moderate
0.5400,0.1500,0.3100,1.704,6.133,2.968,800000,800000,800000,800000,0.9200,max,moderate
0.5400,0.1600,0.3000,1.704,5.750,3.067,800000,800000,800000,800000,0.9200,max,moderate
0.5400,0.1700,0.2900,1.704,5.412,3.172,800000,800000,800000,800000,0.9200,good,moderate
0.5400,0.1800,0.2800,1.704,5.111,3.286,800000,800000,800000,800000,0.9200,good,moderate
0.5400,0.1900,0.2700,1.704,4.842,3.407,800000,800000,800000,800000,0.9200,max,moderate
0.5400,0.2000,0.2600,1.704,4.600,3.538,800000,800000,800000,800000,0.9200,max,moderate
0.5400,0.2100,0.2500,1.704,4.381,3.680,800000,800000,800000,800000,0.9200,max,moderate
0.5400,0.2200,0.2400,1.704,4.182,3.833,800000,800000,800000,800000,0.9200,max,moderate
0.5400,0.2300,0.2300,1.704,4.000,4.000,800000,800000,800000,800000,0.9200,max,moderate
0.5400,0.2400,0.2200,1.704,3.833,4.182,800000,800000,800000,800000,0.9200,max,moderate
0.5400,0.2500,0.2100,1.704,3.680,4.381,800000,800000,800000,800000,0.9200,max,moderate
0.5400,0.2600,0.2000,1.704,3.538,4.600,800000,800000,800000,800000,0.9200,max,moderate
0.5400,0.2700,0.1900,1.704,3.407,4.842,800000,800000,800000,800000,0.9200,max,moderate
0.5400,0.2800,0.1800,1.704,3.286,5.111,800000,800000,800000,800000,0.9200,good,moderate
0.5400,0.2900,0.1700,1.704,3.172,5.412,800000,800000,800000,800000,0.9200,good,moderate
0.5400,0.3000,0.1600,1.704,3.067,5.750,800000,800000,800000,800000,0.9200,max,moderate
0.5400,0.3100,0.1500,1.704,2.968,6.133,800000,800000,800000,800000,0.9200,max,moderate
0.5400,0.3200,0.1400,1.704,2.875,6.571,800000,800000,800000,800000,0.9200,good,moderate
0.5400,0.3300,0.1300,1.704,2.788,7.077,800000,800000,800000,800000,0.9200,max,moderate
0.5400,0.3400,0.1200,1.704,2.706,7.667,800000,800000,800000,800000,0.9200,max,moderate
0.5400,0.3500,0.1100,1.704,2.629,8.364,800000,800000,800000,800000,0.9200,good,moderate
0.5400,0.3600,0.1000,1.704,2.556,9.200,800000,800000,800000,800000,0.9200,max,moderate
0.5400,0.3700,0.0900,1.704,2.486,10.222,800000,800000,800000,800000,0.9200,max,moderate
0.5400,0.3800,0.0800,1.704,2.421,11.500,800000,800000,800000,800000,0.9200,max,moderate
0.5400,0.3900,0.0700,1.704,2.359,13.143,800000,800000,800000,800000,0.9200,good,moderate
0.5400,0.4000,0.0600,1.704,2.300,15.333,800000,800000,800000,800000,0.9200,max,moderate
0.5400,0.4100,0.0500,1.704,2.244,18.400,800000,800000,800000,800000,0.9200,max,moderate
0.5400,0.4200,0.0400,1.704,2.190,23.000,800000,800000,800000,800000,0.9200,max,moderate
0.5400,0.4300,0.0300,1.704,2.140,30.667,800000,800000,800000,800000,0.9200,good,moderate
0.5400,0.4400,0.0200,1.704,2.091,46.000,800000,800000,800000,800000,0.9200,max,moderate
0.5400,0.4500,0.0100,1.704,2.044,92.000,800000,800000,800000,800000,0.9200,max,moderate
0.5400,0.4600,0.0000,1.704,2.000,999.000,800000,800000,10000000,800000,0.9200,max,moderate
0.5500,0.0000,0.4500,1.673,999.000,2.044,800000,10000000,800000,800000,0.9200,max,moderate
0.5500,0.0100,0.4400,1.673,92.000,2.091,800000,800000,800000,800000,0.9200,max,moderate
0.5500,0.0200,0.4300,1.673,46.000,2.140,800000,800000,800000,800000,0.9200,good,moderate
0.5500,0.0300,0.4200,1.673,30.667,2.190,800000,800000,800000,800000,0.9200,max,moderate
0.5500,0.0400,0.4100,1.673,23.000,2.244,800000,800000,800000,800000,0.9200,max,moderate
0.5500,0.0500,0.4000,1.673,18.400,2.300,800000,800000,800000,800000,0.9200,max,moderate
0.5500,0.0600,0.3900,1.673,15.333,2.359,800000,800000,800000,800000,0.9200,max,moderate
0.5500,0.0700,0.3800,1.673,13.143,2.421,800000,800000,800000,800000,0.9200,good,moderate
0.5500,0.0800,0.3700,1.673,11.500,2.486,800000,800000,800000,800000,0.9200,max,moderate
0.5500,0.0900,0.3600,1.673,10.222,2.556,800000,800000,800000,800000,0.9200,max,moderate
0.5500,0.1000,0.3500,1.673,9.200,2.629,800000,800000,800000,800000,0.9200,good,moderate
0.5500,0.1100,0.3400,1.673,8.364,2.706,800000,800000,800000,800000,0.9200,max,moderate
0.5500,0.1200,0.3300,1.673,7.667,2.788,800000,800000,800000,800000,0.9200,max,moderate
0.5500,0.1300,0.3200,1.673,7.077,2.875,800000,800000,800000,800000,0.9200,max,moderate
0.5500,0.1400,0.3100,1.673,6.571,2.968,800000,800000,800000,800000,0.9200,good,moderate
0.5500,0.1500,0.3000,1.673,6.133,3.067,800000,800000,800000,800000,0.9200,max,moderate
0.5500,0.1600,0.2900,1.673,5.750,3.172,800000,800000,800000,800000,0.9200,good,moderate
0.5500,0.1700,0.2800,1.673,5.412,3.286,800000,800000,800000,800000,0.9200,good,moderate
0.5500,0.1800,0.2700,1.673,5.111,3.407,800000,800000,800000,800000,0.9200,max,moderate
0.5500,0.1900,0.2600,1.673,4.842,3.538,800000,800000,800000,800000,0.9200,max,moderate
0.5500,0.2000,0.2500,1.673,4.600,3.680,800000,800000,800000,800000,0.9200,max,moderate
0.5500,0.2100,0.2400,1.673,4.381,3.833,800000,800000,800000,800000,0.9200,max,moderate
0.5500,0.2200,0.2300,1.673,4.182,4.000,800000,800000,800000,800000,0.9200,max,moderate
0.5500,0.2300,0.2200,1.673,4.000,4.182,800000,800000,800000,800000,0.9200,max,moderate
0.5500,0.2400,0.2100,1.673,3.833,4.381,800000,800000,800000,800000,0.9200,max,moderate
0.5500,0.2500,0.2000,1.673,3.680,4.600,800000,800000,800000,800000,0.9200,max,moderate
0.5500,0.2600,0.1900,1.673,3.538,4.842,800000,800000,800000,800000,0.9200,max,moderate
0.5500,0.2700,0.1800,1.673,3.407,5.111,800000,800000,800000,800000,0.9200,max,moderate
0.5500,0.2800,0.1700,1.673,3.286,5.412,800000,800000,800000,800000,0.9200,good,moderate
0.5500,0.2900,0.1600,1.673,3.172,5.750,800000,800000,800000,800000,0.9200,good,moderate
0.5500,0.3000,0.1500,1.673,3.067,6.133,800000,800000,800000,800000,0.9200,max,moderate
0.5500,0.3100,0.1400,1.673,2.968,6.571,800000,800000,800000,800000,0.9200,good,moderate
0.5500,0.3200,0.1300,1.673,2.875,7.077,800000,800000,800000,800000,0.9200,max,moderate
0.5500,0.3300,0.1200,1.673,2.788,7.667,800000,800000,800000,800000,0.9200,max,moderate
0.5500,0.3400,0.1100,1.673,2.706,8.364,800000,800000,800000,800000,0.9200,max,moderate
0.5500,0.3500,0.1000,1.673,2.629,9.200,800000,800000,800000,800000,0.9200,good,moderate
0.5500,0.3600,0.0900,1.673,2.556,10.222,800000,800000,800000,800000,0.9200,max,moderate
0.5500,0.3700,0.0800,1.673,2.486,11.500,800000,800000,800000,800000,0.9200,max,moderate
0.5500,0.3800,0.0700,1.673,2.421,13.143,800000,800000,800000,800000,0.9200,good,moderate
0.5500,0.3900,0.0600,1.673,2.359,15.333,800000,800000,800000,800000,0.9200,max,moderate
0.5500,0.4000,0.0500,1.673,2.300,18.400,800000,800000,800000,800000,0.9200,max,moderate
0.5500,0.4100,0.0400,1.673,2.244,23.000,800000,800000,800000,800000,0.9200,max,moderate
0.5500,0.4200,0.0300,1.673,2.190,30.667,800000,800000,800000,800000,0.9200,max,moderate
0.5500,0.4300,0.0200,1.673,2.140,46.000,800000,800000,800000,800000,0.9200,good,moderate
0.5500,0.4400,0.0100,1.673,2.091,92.000,800000,800000,800000,800000,0.9200,max,moderate
0.5500,0.4500,0.0000,1.673,2.044,999.000,800000,800000,10000000,800000,0.9200,max,moderate
0.5600,0.0000,0.4400,1.643,999.000,2.091,800000,10000000,800000,800000,0.9200,good,moderate
0.5600,0.0100,0.4300,1.643,92.000,2.140,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.0200,0.4200,1.643,46.000,2.190,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.0300,0.4100,1.643,30.667,2.244,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.0400,0.4000,1.643,23.000,2.300,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.0500,0.3900,1.643,18.400,2.359,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.0600,0.3800,1.643,15.333,2.421,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.0700,0.3700,1.643,13.143,2.486,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.0800,0.3600,1.643,11.500,2.556,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.0900,0.3500,1.643,10.222,2.629,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.1000,0.3400,1.643,9.200,2.706,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.1100,0.3300,1.643,8.364,2.788,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.1200,0.3200,1.643,7.667,2.875,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.1300,0.3100,1.643,7.077,2.968,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.1400,0.3000,1.643,6.571,3.067,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.1500,0.2900,1.643,6.133,3.172,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.1600,0.2800,1.643,5.750,3.286,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.1700,0.2700,1.643,5.412,3.407,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.1800,0.2600,1.643,5.111,3.538,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.1900,0.2500,1.643,4.842,3.680,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.2000,0.2400,1.643,4.600,3.833,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.2100,0.2300,1.643,4.381,4.000,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.2200,0.2200,1.643,4.182,4.182,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.2300,0.2100,1.643,4.000,4.381,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.2400,0.2000,1.643,3.833,4.600,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.2500,0.1900,1.643,3.680,4.842,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.2600,0.1800,1.643,3.538,5.111,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.2700,0.1700,1.643,3.407,5.412,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.2800,0.1600,1.643,3.286,5.750,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.2900,0.1500,1.643,3.172,6.133,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.3000,0.1400,1.643,3.067,6.571,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.3100,0.1300,1.643,2.968,7.077,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.3200,0.1200,1.643,2.875,7.667,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.3300,0.1100,1.643,2.788,8.364,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.3400,0.1000,1.643,2.706,9.200,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.3500,0.0900,1.643,2.629,10.222,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.3600,0.0800,1.643,2.556,11.500,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.3700,0.0700,1.643,2.486,13.143,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.3800,0.0600,1.643,2.421,15.333,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.3900,0.0500,1.643,2.359,18.400,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.4000,0.0400,1.643,2.300,23.000,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.4100,0.0300,1.643,2.244,30.667,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.4200,0.0200,1.643,2.190,46.000,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.4300,0.0100,1.643,2.140,92.000,800000,800000,800000,800000,0.9200,good,moderate
0.5600,0.4400,0.0000,1.643,2.091,999.000,800000,800000,10000000,800000,0.9200,good,moderate
0.5700,0.0000,0.4300,1.614,999.000,2.140,800000,10000000,800000,800000,0.9200,good,moderate
0.5700,0.0100,0.4200,1.614,92.000,2.190,800000,800000,800000,800000,0.9200,max,moderate
0.5700,0.0200,0.4100,1.614,46.000,2.244,800000,800000,800000,800000,0.9200,max,moderate
0.5700,0.0300,0.4000,1.614,30.667,2.300,800000,800000,800000,800000,0.9200,max,moderate
0.5700,0.0400,0.3900,1.614,23.000,2.359,800000,800000,800000,800000,0.9200,max,moderate
0.5700,0.0500,0.3800,1.614,18.400,2.421,800000,800000,800000,800000,0.9200,max,moderate
0.5700,0.0600,0.3700,1.614,15.333,2.486,800000,800000,800000,800000,0.9200,max,moderate
0.5700,0.0700,0.3600,1.614,13.143,2.556,800000,800000,800000,800000,0.9200,good,moderate
0.5700,0.0800,0.3500,1.614,11.500,2.629,800000,800000,800000,800000,0.9200,good,moderate
0.5700,0.0900,0.3400,1.614,10.222,2.706,800000,800000,800000,800000,0.9200,max,moderate
0.5700,0.1000,0.3300,1.614,9.200,2.788,800000,800000,800000,800000,0.9200,max,moderate
0.5700,0.1100,0.3200,1.614,8.364,2.875,800000,800000,800000,800000,0.9200,max,moderate
0.5700,0.1200,0.3100,1.614,7.667,2.968,800000,800000,800000,800000,0.9200,max,moderate
0.5700,0.1300,0.3000,1.614,7.077,3.067,800000,800000,800000,800000,0.9200,max,moderate
0.5700,0.1400,0.2900,1.614,6.571,3.172,800000,800000,800000,800000,0.9200,good,moderate
0.5700,0.1500,0.2800,1.614,6.133,3.286,800000,800000,800000,800000,0.9200,good,moderate
0.5700,0.1600,0.2700,1.614,5.750,3.407,800000,800000,800000,800000,0.9200,max,moderate
0.5700,0.1700,0.2600,1.614,5.412,3.538,800000,800000,800000,800000,0.9200,max,moderate
0.5700,0.1800,0.2500,1.614,5.111,3.680,800000,800000,800000,800000,0.9200,max,moderate
0.5700,0.1900,0.2400,1.614,4.842,3.833,800000,800000,800000,800000,0.9200,max,moderate
0.5700,0.2000,0.2300,1.614,4.600,4.000,800000,800000,800000,800000,0.9200,max,moderate
0.5700,0.2100,0.2200,1.614,4.381,4.182,800000,800000,800000,800000,0.9200,max,moderate
0.5700,0.2200,0.2100,1.614,4.182,4.381,800000,800000,800000,800000,0.9200,max,moderate
0.5700,0.2300,0.2000,1.614,4.000,4.600,800000,800000,800000,800000,0.9200,max,moderate
0.5700,0.2400,0.1900,1.614,3.833,4.842,800000,800000,800000,800000,0.9200,max,moderate
0.5700,0.2500,0.1800,1.614,3.680,5.111,800000,800000,800000,800000,0.9200,max,moderate
0.5700,0.2600,0.1700,1.614,3.538,5.412,800000,800000,800000,800000,0.9200,max,moderate
0.5700,0.2700,0.1600,1.614,3.407,5.750,800000,800000,800000,800000,0.9200,max,moderate
0.5700,0.2800,0.1500,1.614,3.286,6.133,800000,800000,800000,800000,0.9200,good,moderate
0.5700,0.2900,0.1400,1.614,3.172,6.571,800000,800000,800000,800000,0.9200,good,moderate
0.5700,0.3000,0.1300,1.614,3.067,7.077,800000,800000,800000,800000,0.9200,max,moderate
0.5700,0.3100,0.1200,1.614,2.968,7.667,800000,800000,800000,800000,0.9200,max,moderate
0.5700,0.3200,0.1100,1.614,2.875,8.364,800000,800000,800000,800000,0.9200,max,moderate
0.5700,0.3300,0.1000,1.614,2.788,9.200,800000,800000,800000,800000,0.9200,max,moderate
0.5700,0.3400,0.0900,1.614,2.706,10.222,800000,800000,800000,800000,0.9200,max,moderate
0.5700,0.3500,0.0800,1.614,2.629,11.500,800000,800000,800000,800000,0.9200,good,moderate
0.5700,0.3600,0.0700,1.614,2.556,13.143,800000,800000,800000,800000,0.9200,good,moderate
0.5700,0.3700,0.0600,1.614,2.486,15.333,800000,800000,800000,800000,0.9200,max,moderate
0.5700,0.3800,0.0500,1.614,2.421,18.400,800000,800000,800000,800000,0.9200,max,moderate
0.5700,0.3900,0.0400,1.614,2.359,23.000,800000,800000,800000,800000,0.9200,max,moderate
0.5700,0.4000,0.0300,1.614,2.300,30.667,800000,800000,800000,800000,0.9200,max,moderate
0.5700,0.4100,0.0200,1.614,2.244,46.000,800000,800000,800000,800000,0.9200,max,moderate
0.5700,0.4200,0.0100,1.614,2.190,92.000,800000,800000,800000,800000,0.9200,max,moderate
0.5700,0.4300,0.0000,1.614,2.140,999.000,800000,800000,10000000,800000,0.9200,good,moderate
0.5800,0.0000,0.4200,1.586,999.000,2.190,800000,10000000,800000,800000,0.9200,good,moderate
0.5800,0.0100,0.4100,1.586,92.000,2.244,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.0200,0.4000,1.586,46.000,2.300,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.0300,0.3900,1.586,30.667,2.359,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.0400,0.3800,1.586,23.000,2.421,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.0500,0.3700,1.586,18.400,2.486,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.0600,0.3600,1.586,15.333,2.556,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.0700,0.3500,1.586,13.143,2.629,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.0800,0.3400,1.586,11.500,2.706,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.0900,0.3300,1.586,10.222,2.788,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.1000,0.3200,1.586,9.200,2.875,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.1100,0.3100,1.586,8.364,2.968,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.1200,0.3000,1.586,7.667,3.067,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.1300,0.2900,1.586,7.077,3.172,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.1400,0.2800,1.586,6.571,3.286,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.1500,0.2700,1.586,6.133,3.407,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.1600,0.2600,1.586,5.750,3.538,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.1700,0.2500,1.586,5.412,3.680,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.1800,0.2400,1.586,5.111,3.833,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.1900,0.2300,1.586,4.842,4.000,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.2000,0.2200,1.586,4.600,4.182,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.2100,0.2100,1.586,4.381,4.381,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.2200,0.2000,1.586,4.182,4.600,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.2300,0.1900,1.586,4.000,4.842,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.2400,0.1800,1.586,3.833,5.111,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.2500,0.1700,1.586,3.680,5.412,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.2600,0.1600,1.586,3.538,5.750,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.2700,0.1500,1.586,3.407,6.133,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.2800,0.1400,1.586,3.286,6.571,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.2900,0.1300,1.586,3.172,7.077,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.3000,0.1200,1.586,3.067,7.667,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.3100,0.1100,1.586,2.968,8.364,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.3200,0.1000,1.586,2.875,9.200,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.3300,0.0900,1.586,2.788,10.222,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.3400,0.0800,1.586,2.706,11.500,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.3500,0.0700,1.586,2.629,13.143,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.3600,0.0600,1.586,2.556,15.333,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.3700,0.0500,1.586,2.486,18.400,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.3800,0.0400,1.586,2.421,23.000,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.3900,0.0300,1.586,2.359,30.667,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.4000,0.0200,1.586,2.300,46.000,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.4100,0.0100,1.586,2.244,92.000,800000,800000,800000,800000,0.9200,good,moderate
0.5800,0.4200,0.0000,1.586,2.190,999.000,800000,800000,10000000,800000,0.9200,good,moderate
0.5900,0.0000,0.4100,1.559,999.000,2.244,800000,10000000,800000,800000,0.9200,max,moderate
0.5900,0.0100,0.4000,1.559,92.000,2.300,800000,800000,800000,800000,0.9200,max,moderate
0.5900,0.0200,0.3900,1.559,46.000,2.359,800000,800000,800000,800000,0.9200,max,moderate
0.5900,0.0300,0.3800,1.559,30.667,2.421,800000,800000,800000,800000,0.9200,max,moderate
0.5900,0.0400,0.3700,1.559,23.000,2.486,800000,800000,800000,800000,0.9200,max,moderate
0.5900,0.0500,0.3600,1.559,18.400,2.556,800000,800000,800000,800000,0.9200,max,moderate
0.5900,0.0600,0.3500,1.559,15.333,2.629,800000,800000,800000,800000,0.9200,good,moderate
0.5900,0.0700,0.3400,1.559,13.143,2.706,800000,800000,800000,800000,0.9200,good,moderate
0.5900,0.0800,0.3300,1.559,11.500,2.788,800000,800000,800000,800000,0.9200,max,moderate
0.5900,0.0900,0.3200,1.559,10.222,2.875,800000,800000,800000,800000,0.9200,max,moderate
0.5900,0.1000,0.3100,1.559,9.200,2.968,800000,800000,800000,800000,0.9200,max,moderate
0.5900,0.1100,0.3000,1.559,8.364,3.067,800000,800000,800000,800000,0.9200,max,moderate
0.5900,0.1200,0.2900,1.559,7.667,3.172,800000,800000,800000,800000,0.9200,good,moderate
0.5900,0.1300,0.2800,1.559,7.077,3.286,800000,800000,800000,800000,0.9200,good,moderate
0.5900,0.1400,0.2700,1.559,6.571,3.407,800000,800000,800000,800000,0.9200,good,moderate
0.5900,0.1500,0.2600,1.559,6.133,3.538,800000,800000,800000,800000,0.9200,max,moderate
0.5900,0.1600,0.2500,1.559,5.750,3.680,800000,800000,800000,800000,0.9200,max,moderate
0.5900,0.1700,0.2400,1.559,5.412,3.833,800000,800000,800000,800000,0.9200,max,moderate
0.5900,0.1800,0.2300,1.559,5.111,4.000,800000,800000,800000,800000,0.9200,max,moderate
0.5900,0.1900,0.2200,1.559,4.842,4.182,800000,800000,800000,800000,0.9200,max,moderate
0.5900,0.2000,0.2100,1.559,4.600,4.381,800000,800000,800000,800000,0.9200,max,moderate
0.5900,0.2100,0.2000,1.559,4.381,4.600,800000,800000,800000,800000,0.9200,max,moderate
0.5900,0.2200,0.1900,1.559,4.182,4.842,800000,800000,800000,800000,0.9200,max,moderate
0.5900,0.2300,0.1800,1.559,4.000,5.111,800000,800000,800000,800000,0.9200,max,moderate
0.5900,0.2400,0.1700,1.559,3.833,5.412,800000,800000,800000,800000,0.9200,max,moderate
0.5900,0.2500,0.1600,1.559,3.680,5.750,800000,800000,800000,800000,0.9200,max,moderate
0.5900,0.2600,0.1500,1.559,3.538,6.133,800000,800000,800000,800000,0.9200,max,moderate
0.5900,0.2700,0.1400,1.559,3.407,6.571,800000,800000,800000,800000,0.9200,good,moderate
0.5900,0.2800,0.1300,1.559,3.286,7.077,800000,800000,800000,800000,0.9200,good,moderate
0.5900,0.2900,0.1200,1.559,3.172,7.667,800000,800000,800000,800000,0.9200,good,moderate
0.5900,0.3000,0.1100,1.559,3.067,8.364,800000,800000,800000,800000,0.9200,max,moderate
0.5900,0.3100,0.1000,1.559,2.968,9.200,800000,800000,800000,800000,0.9200,max,moderate
0.5900,0.3200,0.0900,1.559,2.875,10.222,800000,800000,800000,800000,0.9200,max,moderate
0.5900,0.3300,0.0800,1.559,2.788,11.500,800000,800000,800000,800000,0.9200,max,moderate
0.5900,0.3400,0.0700,1.559,2.706,13.143,800000,800000,800000,800000,0.9200,good,moderate
0.5900,0.3500,0.0600,1.559,2.629,15.333,800000,800000,800000,800000,0.9200,good,moderate
0.5900,0.3600,0.0500,1.559,2.556,18.400,800000,800000,800000,800000,0.9200,max,moderate
0.5900,0.3700,0.0400,1.559,2.486,23.000,800000,800000,800000,800000,0.9200,max,moderate
0.5900,0.3800,0.0300,1.559,2.421,30.667,800000,800000,800000,800000,0.9200,max,moderate
0.5900,0.3900,0.0200,1.559,2.359,46.000,800000,800000,800000,800000,0.9200,max,moderate
0.5900,0.4000,0.0100,1.559,2.300,92.000,800000,800000,800000,800000,0.9200,max,moderate
0.5900,0.4100,0.0000,1.559,2.244,999.000,800000,800000,10000000,800000,0.9200,max,moderate
0.6000,0.0000,0.4000,1.533,999.000,2.300,800000,10000000,800000,800000,0.9200,max,moderate
0.6000,0.0100,0.3900,1.533,92.000,2.359,800000,800000,800000,800000,0.9200,max,moderate
0.6000,0.0200,0.3800,1.533,46.000,2.421,800000,800000,800000,800000,0.9200,max,moderate
0.6000,0.0300,0.3700,1.533,30.667,2.486,800000,800000,800000,800000,0.9200,max,moderate
0.6000,0.0400,0.3600,1.533,23.000,2.556,800000,800000,800000,800000,0.9200,max,moderate
0.6000,0.0500,0.3500,1.533,18.400,2.629,800000,800000,800000,800000,0.9200,good,moderate
0.6000,0.0600,0.3400,1.533,15.333,2.706,800000,800000,800000,800000,0.9200,max,moderate
0.6000,0.0700,0.3300,1.533,13.143,2.788,800000,800000,800000,800000,0.9200,good,moderate
0.6000,0.0800,0.3200,1.533,11.500,2.875,800000,800000,800000,800000,0.9200,max,moderate
